date,sales_units,price,economic_index,weather_impact,competitor_price_index,promotion_applied,holiday_season
2023-01-01,104.99969913515069,58.8383442583607,0.49806501059963315,0,0.8602509123334917,0,1
2023-01-02,117.24037105554578,78.49703365274408,0.037716243998811017,1,0.9782271015077699,1,0
2023-01-03,112.52690693909126,109.20783665676471,0.5218354713805385,0,1.034452297896379,0,1
2023-01-04,109.26598937428467,58.76651487584944,0.014126454279520195,0,0.9615926344840824,1,0
2023-01-05,86.14584292357294,135.22678195306366,0.5611634349913484,1,1.0516892311853339,0,1
2023-01-06,79.20487929817837,63.24358264637835,0.9589262963631076,0,1.0473442255159147,1,1
2023-01-07,92.06886765259925,53.71199026451306,0.23054345403643473,1,1.1101808764704573,0,0
2023-01-08,89.46781743075354,137.25211014509452,0.11595094276213425,0,0.8545247953398255,0,0
2023-01-09,116.95257354366959,118.96984717521579,0.856859581388165,0,0.9231290808323062,1,1
2023-01-10,112.49618479196444,131.81451626445616,0.20689429414350946,0,1.0623428457506405,1,0
2023-01-11,109.99180375444946,125.12786617310232,0.637992511341037,0,0.9440217638749365,0,1
2023-01-12,101.64931174147424,129.05459489271453,0.45913455287023563,0,0.8218604212900998,1,1
2023-01-13,87.70608437873912,125.76846934798655,0.17039021904378548,1,0.9340438428893767,0,1
2023-01-14,86.16036297982635,128.69934099106763,0.5532547093745583,1,1.192718500945923,0,1
2023-01-15,100.68871048716056,73.19398690737883,0.4640554172928466,1,0.8113843419479869,1,1
2023-01-16,125.49705526798826,63.91117248517119,0.40465612834631637,0,0.876489840193269,1,1
2023-01-17,120.67414732750514,60.762112797903725,0.272202694390432,0,0.9575500245504366,1,0
2023-01-18,96.73316931882465,67.65324867336611,0.7216854296457974,1,0.9547076794354945,1,0
2023-01-19,88.7306658792465,78.41484351977832,0.6919621593020441,0,0.9327420568951422,0,1
2023-01-20,78.5811384300244,70.24000454948029,0.7812637371286427,0,0.80201993840046,0,1
2023-01-21,85.50449808247913,61.94290030241797,0.490541240759485,0,0.864742684420159,1,0
2023-01-22,92.56749376776774,140.04883011397717,0.26694766561936545,1,1.1465736934972681,1,0
2023-01-23,123.77612050991128,60.02999869266405,0.6218467253111765,1,0.8558992017871953,0,1
2023-01-24,118.95120818943964,112.55132595257402,0.824044510515073,0,1.0745527577897578,0,0
2023-01-25,110.78417784087584,145.82574119251422,0.7231570962220432,1,0.8947310447245875,1,0
2023-01-26,96.22543068027267,133.36659451784635,0.07715555560679788,0,1.180708181837139,0,0
2023-01-27,81.41748013210751,127.87375507705102,0.9872800742674226,1,1.1621851197806736,1,1
2023-01-28,77.01089353557597,138.4460065339402,0.7777568303001948,1,0.9197074354330139,0,1
2023-01-29,103.47259730018479,108.08959961018725,0.5108994491720025,0,0.9706496390205898,0,0
2023-01-30,102.36791300095138,82.65210829333019,0.18335978603035907,1,0.9952692372508727,1,1
2023-01-31,119.112404857115,80.62778307293368,0.25573783148046736,1,1.0862358431753059,0,0
2023-02-01,103.2996915319198,116.9664112617466,0.6145484071108775,0,1.0050029249687125,1,1
2023-02-02,87.89130475958983,67.21520814870296,0.07652444461936081,1,1.0186486384347562,0,1
2023-02-03,82.61325018294157,57.552258765637255,0.998487259426967,0,1.1789175072225742,1,1
2023-02-04,82.02885559679504,125.13753394116306,0.5879067889640941,1,0.9046833544340892,0,0
2023-02-05,108.82756323491222,113.17571421993705,0.5915512541930963,0,0.919077793102169,0,0
2023-02-06,119.31626309073519,139.42579707749474,0.13881824385535213,0,0.8594590549849092,0,0
2023-02-07,130.76759388243363,139.51309213723331,0.9589878773645887,0,1.102449626840596,1,0
2023-02-08,111.4517727095888,132.88529086179972,0.6947330527334974,0,1.0400992216784266,0,1
2023-02-09,88.54720301869258,56.04149202703339,0.06494262895981706,0,1.0743622810869617,1,0
2023-02-10,86.67308674458364,142.69603810171395,0.21812142551166802,1,1.1616887834046228,0,1
2023-02-11,87.36315772728003,135.75879467295428,0.8264792186793338,0,0.8937428608010017,0,0
2023-02-12,104.2565549764605,82.26743635331766,0.8249914134972617,1,1.1250589333015086,0,0
2023-02-13,122.67846999022917,147.11943585179318,0.13977404423290296,0,0.845153173361068,0,0
2023-02-14,119.45287290866966,96.99215093001457,0.05828955504702904,1,1.015193106283201,1,1
2023-02-15,109.50932965981727,105.37185259495458,0.2777662480547375,0,1.1422841559560353,1,1
2023-02-16,87.77894241348734,145.17378114898412,0.41164163771803675,1,0.871536617246262,1,1
2023-02-17,88.34943487492947,113.2259403410819,0.49884965533264547,0,0.8253339256106265,1,1
2023-02-18,99.5552369513995,128.7177811728595,0.1641576489521459,0,0.966406151663221,1,0
2023-02-19,97.76190702542789,94.55352237010149,0.97609523650583,0,0.8937059588658806,0,1
2023-02-20,116.47747892429466,108.00091250171351,0.8748204196285357,1,0.9330804480297918,1,1
2023-02-21,125.99911600494123,124.68225555882641,0.0045735289956113645,1,0.938627302403811,1,0
2023-02-22,115.94140360973887,87.64214444224915,0.21414789543851587,1,0.9028028656077006,1,1
2023-02-23,95.85387149643199,149.7649352877208,0.07452317564593158,1,1.1999539354560178,1,0
2023-02-24,80.14452920960973,101.79804692835951,0.41588410690612143,0,0.8271624589058614,1,0
2023-02-25,84.06918408556632,105.58674997009226,0.7661748669261514,0,1.1084573773447302,0,1
2023-02-26,107.25772977469136,55.529428135397396,0.2037057652061276,0,1.1511431168155146,0,0
2023-02-27,121.51241253537103,139.40184918014387,0.4250586249379116,1,0.8577208420800388,0,1
2023-02-28,119.91054599016574,80.12754206329333,0.5376107043684777,1,0.8349977590186751,1,0
2023-03-01,116.48834691782899,67.3152268494211,0.4296443560373219,0,1.1332392813745071,1,0
2023-03-02,93.97506346299231,69.70646825711214,0.6616236848603311,1,0.8062330435100745,1,1
2023-03-03,72.77103048778494,77.66026121267475,0.9100727351915618,0,1.0118615259415555,0,0
2023-03-04,88.83450974716955,72.70973770975012,0.8821245229579042,0,0.8500599373044052,0,0
2023-03-05,107.71999275432897,93.95848420184325,0.4118279416135495,1,1.03211139121701,0,1
2023-03-06,114.37783914479273,92.07791754778253,0.9577932501176656,0,0.9427282274309386,0,0
2023-03-07,129.6290176454899,132.24787173271085,0.9806149698254745,0,1.1508531565521287,0,0
2023-03-08,114.48890814005681,112.83335352355533,0.14441473621958933,1,0.9972206382862301,0,0
2023-03-09,94.35118189711238,102.90521388703375,0.5819575351161459,1,1.1329640431444286,1,0
2023-03-10,84.5802999165183,123.19577154946728,0.5401532735492309,1,1.1790016676715447,0,0
2023-03-11,86.91253288010586,108.95648864390242,0.447670745779968,0,1.0352150939526774,1,0
2023-03-12,95.5442733091001,82.88737795368391,0.6768252814758872,0,0.929705951583419,1,1
2023-03-13,118.78268243578955,83.31020021363778,0.0927699852634104,1,0.9522809991872662,1,0
2023-03-14,122.15906435445444,95.40840693277079,0.41455908276957054,1,0.8718425015955091,0,0
2023-03-15,124.22277634093008,74.37585450519447,0.08560380884199137,1,1.0296550462415046,0,0
2023-03-16,86.0641488883587,122.80589363293049,0.18123740036763747,0,0.8254950931876045,0,0
2023-03-17,87.0482674238689,128.5700835077291,0.7731032219931672,1,1.115625654462654,1,1
2023-03-18,85.51469705649204,132.72947247145794,0.8157087385650245,1,1.1575761422899469,1,0
2023-03-19,106.05460483343066,51.129987426195214,0.11708514592455,0,1.114987751418068,0,0
2023-03-20,118.52402312773653,83.08920731676068,0.14238850604743813,1,1.1250771591427795,0,0
2023-03-21,128.29368554544007,55.11615056327691,0.3395377617148536,0,1.0235746294934147,1,0
2023-03-22,108.24580490725455,130.64632471970032,0.2156479389830933,1,0.90011124191799,1,0
2023-03-23,101.29110080344589,96.52137639724907,0.9668249556272619,0,0.9320610612192145,1,0
2023-03-24,89.98870928955708,115.56619529041119,0.9955603809200221,0,0.8140443937796457,1,0
2023-03-25,86.73590976813041,127.03312084397044,0.01344139358853158,0,0.9876190508084675,1,0
2023-03-26,102.47886580595853,84.4122089457849,0.6921402607161672,1,1.1821166308445186,1,0
2023-03-27,124.21631244900978,145.14977451944634,0.8241584508471006,1,1.0421816190788726,0,1
2023-03-28,119.78135433990417,94.94131944622345,0.44230231875288417,1,1.028471375954275,1,0
2023-03-29,116.09403763828213,124.68110571756426,0.8511009175311459,1,1.122279933997306,1,1
2023-03-30,97.79870120527487,67.17368446005773,0.5211751149471432,1,1.0632949878122702,1,1
2023-03-31,82.29888064568094,70.60424158927161,0.9637304682607353,1,0.8919769954152137,0,1
2023-04-01,89.16291565104358,50.0632631715587,0.6942776046014429,1,1.123667893319294,0,1
2023-04-02,108.62894129729823,101.30877738508478,0.8031038931327329,1,1.1183646122014483,0,1
2023-04-03,121.16410166364633,109.64076866956623,0.9127866102012705,1,1.092280504628975,1,0
2023-04-04,122.39413267996149,92.98914052586883,0.11077631668687016,0,0.8578720245087235,1,1
2023-04-05,115.12376482616185,97.6075806685873,0.7049760021394822,1,1.0038394440858214,0,1
2023-04-06,97.79065788949235,98.00248247357544,0.40221819688723914,1,0.9008198622520094,1,0
2023-04-07,77.09514066334987,97.92307156786026,0.5735536480612867,1,0.9980543139712335,1,1
2023-04-08,94.07560028538586,66.5558616895895,0.6821487527339603,0,1.159012301767453,1,0
2023-04-09,109.96053997889473,140.277247806194,0.12884925098754052,1,1.1276584371433072,1,1
2023-04-10,119.39426528493213,116.72060143470813,0.7350049183937339,0,1.1793659946214303,0,0
2023-04-11,129.99240600445222,136.5945087121945,0.10944246704561744,1,0.9727366828220799,1,1
2023-04-12,113.87541999966034,98.47023208360508,0.9458967200606946,0,0.8167578535455982,0,0
2023-04-13,91.82462965587038,68.48497830522068,0.27177929217029295,0,1.073381580813059,1,1
2023-04-14,88.9144865133908,148.902868526178,0.9821859043022848,1,0.8615656103254349,0,0
2023-04-15,95.76923262216182,84.33577991902189,0.661699993692141,0,0.9012378351118998,0,0
2023-04-16,91.38755382137936,133.7181937200354,0.95771701654156,0,1.122504405070408,1,0
2023-04-17,128.05299452877688,84.11875506437134,0.11464200973576821,1,1.0204880314345381,0,1
2023-04-18,126.46988660540312,50.06326145503923,0.1707143390709316,0,0.8079576610609036,0,0
2023-04-19,112.13040754790313,138.36504886559612,0.9225415103608762,0,0.9955713710015233,0,0
2023-04-20,89.69409514663974,72.02592657672673,0.7686703723339128,0,1.166345162319019,1,1
2023-04-21,82.75286747930151,132.8619967404461,0.10543589467890724,0,0.9653985006912609,1,1
2023-04-22,94.62510792668456,72.0260995578287,0.4857922957741062,0,0.9193842727851562,0,1
2023-04-23,109.21619372999179,130.08908462363314,0.9094837463056311,0,0.9659862000823007,1,0
2023-04-24,116.19372849557152,69.68567846055988,0.24260598611239725,0,0.9885318586417899,0,1
2023-04-25,128.22498130369624,116.04307297367784,0.81906598050208,0,0.8581306990763268,0,0
2023-04-26,114.6742353390638,101.89203761424605,0.09846196912761229,1,0.8123956104181693,1,0
2023-04-27,108.57713442691502,54.25774041712329,0.5159119926739065,1,1.1166980110379492,0,1
2023-04-28,85.90052250654654,86.51790409600699,0.5821991620644591,1,0.9917651613835914,0,0
2023-04-29,94.84176085522047,79.16964858944887,0.46657437006477387,1,0.8213346366024588,0,0
2023-04-30,106.24539828103957,99.27774164973911,0.15172002501989945,1,0.8131396732845454,0,0
2023-05-01,124.8700869011055,87.23648365006656,0.49880308112460114,1,1.0621398790174479,0,0
2023-05-02,120.58591827025727,60.89738485550136,0.45505214470164135,1,1.0742253430857833,0,0
2023-05-03,112.71070029180592,83.67700131843009,0.20399336775416332,1,1.1669001784492279,1,0
2023-05-04,100.27424385459328,145.57182785952222,0.7419904778453241,1,0.9680347432047596,1,1
2023-05-05,86.42544150435565,130.5581382828883,0.9482992775011275,1,1.1354041520904263,0,0
2023-05-06,93.81038006567404,83.93550154642453,0.636522597142946,0,0.8928866603688578,0,0
2023-05-07,105.43995850096965,88.90083558807932,0.9808397502887775,0,0.9985563488129199,1,0
2023-05-08,124.49842385225615,55.34002769029151,0.2659526704984727,1,1.1842762260432131,1,1
2023-05-09,128.8280217109321,54.23506361259489,0.9458882728177044,0,0.8162641383471971,0,1
2023-05-10,112.01281667070846,81.0498461478823,0.007395384429181195,1,1.0232978307771825,0,1
2023-05-11,97.40358438276967,62.933290835124524,0.9871674813202141,1,0.8249336352676683,1,0
2023-05-12,85.67110142059194,68.29766234514598,0.9478558133314179,1,1.0454951987925445,1,0
2023-05-13,86.31225304588196,83.60701490673027,0.8170415378893828,1,0.8903954404475803,1,0
2023-05-14,112.69707008534027,107.57908071877193,0.7844598069683696,0,1.148743319459356,0,1
2023-05-15,130.96755425480438,53.275778108586216,0.7850129598870242,1,1.1463599012695584,0,0
2023-05-16,122.40320605874905,59.26035799334958,0.18081988823901873,1,1.0788258058154037,1,0
2023-05-17,111.36019582622842,118.43360985950501,0.8574096855517755,1,1.12212766110469,0,1
2023-05-18,97.2843640245637,127.52646132952327,0.6978946197316467,1,1.015418025915562,0,1
2023-05-19,85.54736825746704,54.956068827166746,0.6141095147284332,1,1.1611217481082177,1,1
2023-05-20,94.33540518224393,76.04105274041072,0.09839726511143765,0,0.804018870027636,1,0
2023-05-21,103.8104398632596,131.8974437160027,0.9409151085435169,1,0.8508126514267402,0,0
2023-05-22,127.098200661628,133.7101809453838,0.6822477832673904,1,1.0023025577450124,0,0
2023-05-23,138.73109172912714,108.74218744533886,0.7258750510341553,0,0.998343210752232,0,1
2023-05-24,112.77717805863148,99.77155827055424,0.003392673593162532,1,0.9273988990130595,1,1
2023-05-25,100.02596581713337,109.29236134379923,0.15296566328085148,0,1.1498835149529056,1,0
2023-05-26,88.96089635607912,129.99147315224445,0.5959035643185128,1,0.8598547121918251,1,1
